amt,distance,txn_velocity,age,hour,is_online,is_international,card_present
39.8361650071094,0.7505413769405429,3,39,10,0,0,0
29.767205674684725,1.4180510444494845,2,71,9,1,0,0
28.914978309325363,20.663253308363114,1,51,16,1,0,0
89.83185441458205,0.3068274897236106,2,36,18,1,0,0
23.692051675693826,7.457094119167096,3,54,7,1,0,0
30.39619400997307,12.407515380673935,2,49,3,1,0,0
20.044442794713195,2.2443090275310893,4,41,15,1,0,0
306.1609445186866,1.2306939835762702,1,49,1,1,0,0
29.005400525722106,8.62133329379031,5,40,7,0,0,1
26.272638923918674,14.087267966537025,2,48,20,1,0,0
27.298367931593575,1.7098107712360415,4,54,7,0,0,1
15.071166834133512,11.836907272126105,2,63,15,1,0,0
41.76189264437697,44.814323202986984,4,44,17,1,0,0
34.64938745988576,3.422780943820565,3,33,23,1,0,0
45.19227038543041,0.6953900093591394,3,54,16,1,1,0
152.87593179075853,5.886726646033129,5,40,22,1,0,0
1163.1071711483758,8.021531412189017,8,57,14,1,0,0
107.47372407111587,2.2191048381678997,3,25,2,1,0,0
35.12511327349484,1.8311884846191488,2,58,0,1,0,0
42.080574947732714,31.563112924318112,3,53,19,0,0,1
123.96656126433143,16.802030060516167,2,63,5,0,0,1
223.2506223316907,16.560207691092746,3,51,4,1,0,0
117.1857726012805,11.696990622610935,7,31,7,1,0,0
23.42421230226701,12.406633565418488,2,18,21,0,0,1
13.567942767260892,13.589569033674847,1,21,8,0,0,1
81.25354081000907,8.837970113535263,1,55,1,0,0,1
104.08572554991576,0.6020436930668063,2,49,3,1,0,0
43.537919539102944,3.3804976241503075,3,50,5,0,0,1
174.45099901905897,3.9281945740690163,3,63,19,0,0,0
56.69535005794603,2.333377440802516,2,26,6,0,0,1
12.776917941209916,12.452491486877825,3,42,8,0,0,1
40.27491129363284,10.389555434232147,5,36,15,0,0,0
52.30807350458906,8.399872763234608,1,65,17,1,0,0
144.14619035722703,40.18533858872526,2,49,8,0,0,1
214.739034184185,23.04902885768371,4,24,11,1,0,0
177.87951056755978,11.708009435427233,1,48,20,0,0,1
51.96590996704409,8.048668094227907,6,44,16,1,0,0
79.33654669818742,1.6934680233646242,2,23,22,0,0,0
95.1390757448987,0.9904832473718255,5,18,19,0,0,1
79.25977501892893,5.7710709571372245,5,26,15,1,0,0
72.10996376082988,22.23029737797848,2,35,11,1,1,0
230.59475527752525,0.2800762187557461,3,35,11,0,0,1
88.10380608708634,8.617261779936273,2,48,6,1,0,0
39.90005661305038,12.801031091158674,4,18,3,1,0,0
115.80977505862525,11.214545431559502,2,24,14,0,0,1
46.328364307832345,18.457689781989394,2,31,17,0,0,1
52.33041848663798,5.6095475861087785,3,35,15,1,0,0
1382.2927042284514,17.77139133619366,3,20,21,1,0,0
141.07156050676375,2.725246413601747,1,49,6,0,0,1
22.328022721870425,7.578368933032876,2,54,4,1,0,0
115.84383945612545,2.9000757894200024,5,29,23,1,0,0
43.32650740660205,251.77129185655494,3,72,5,0,1,0
10.652196882580883,5.741212578622023,2,25,19,1,0,0
11.457871688851304,4.806119435341582,3,44,10,0,0,1
51.89755289298367,3.884304096046704,2,18,13,1,1,0
207.69177830847556,10.442783881836498,3,33,10,1,0,0
36.412405579108366,3.2519765377002012,3,39,6,1,0,0
11.003616853508237,12.700488330012911,1,38,14,0,0,1
14.819754387917136,9.458522769233682,3,47,22,1,0,0
227.81166250866048,4.384653425730799,4,39,5,1,0,0
10.001843159032948,10.512064289475047,2,23,2,1,0,0
15.404157415558252,6.380793834042605,2,63,3,1,0,0
21.301291819604437,7.5994469096113395,3,32,12,0,0,1
14.96420801083297,30.444771785374922,5,40,6,0,0,0
11.43959827892852,5.014334935370525,4,49,13,1,0,0
58.40737853749404,15.494086912704544,3,47,19,0,0,1
163.44816147073757,2.882037580699114,1,43,3,1,0,0
114.4688747766686,9.620917610238381,2,50,22,0,1,1
15.397593453778317,23.74651948539294,6,53,11,1,0,0
62.142280066949546,3.729398196343681,2,38,14,0,0,1
36.27515989564699,1.8945239358022623,7,53,23,1,0,0
46.94899732548318,26.237306240138395,3,38,11,1,0,0
43.9734083502047,3.367887253088597,1,34,18,1,0,0
120.21910422866821,6.4378005715012305,4,37,1,1,0,0
124.70620667850903,7.493411227618454,2,44,4,0,0,1
335.99477152088895,8.273389905573156,4,32,8,1,0,0
18.405215038120694,8.027484835300694,2,40,21,0,0,0
55.29377088882787,1.9130685551468942,1,47,10,0,0,1
123.81734849408109,10.313382845583567,2,28,4,0,0,1
187.13703591482923,28.45532820901307,7,61,15,1,0,0
120.28262357143471,1.044507917769645,3,20,6,1,0,0
96.55722279529728,8.351504220894233,2,22,19,1,0,0
154.88191298751593,32.05678382947168,4,59,20,1,0,0
38.774332871857084,7.528471748042779,2,28,4,1,0,0
112.03001722804987,8.33884684545852,4,18,17,0,1,0
191.47657944594582,12.238697426051715,2,43,12,1,0,0
68.79595032928228,29.638534538862615,3,46,20,0,1,1
162.9661227561643,16.307658382068308,3,22,4,0,0,1
39.84094777970109,14.467424599626106,4,59,23,1,0,0
304.2290938340525,27.071080431558944,7,41,0,1,0,0
19.672696500107136,10.097608197795868,5,26,8,1,0,0
198.9817438102311,20.9719773363594,4,38,19,1,0,0
125.85054263040739,31.219286076728313,5,43,10,1,0,0
40.99864801334694,6.405510236548711,1,18,9,0,0,1
128.28069831278998,4.510115543755668,2,60,23,0,0,1
148.2050361592926,7.076071547719396,4,46,12,1,0,0
53.50049512272638,8.947012686230812,3,43,21,0,0,1
55.5023918219988,12.982129082939565,4,41,3,0,0,1
75.47783582717993,4.237968048115218,4,37,14,0,0,0
30.335293878022828,17.921890185216313,3,38,12,0,0,1
18.716622000374528,10.212660535446027,4,25,6,0,0,0
80.59228642598892,43.379612610450955,3,30,9,1,0,0
97.17578354154479,1.1475583886607106,5,24,10,0,0,1
12.244753950291749,10.225877148029149,2,57,5,1,0,0
138.69121270910887,42.04986653718623,1,18,21,0,0,1
35.096368310141926,22.775153056620386,1,19,19,0,0,1
35.618376716722835,22.106279264609835,1,53,17,0,0,1
107.2911714599954,40.69657152747941,4,30,23,1,0,0
171.31965853411307,52.8569258192382,4,32,2,0,0,1
36.28902632418582,10.280262321158041,2,35,16,0,0,1
95.88352675622362,21.415892481315176,2,57,20,1,0,0
28.86791116757496,5.924599341164299,3,30,23,0,0,1
24.603181718682496,12.701883740211104,5,18,11,0,0,1
80.66917856354937,7.375255449135991,1,52,17,0,0,1
47.13555609035678,10.691510162379402,1,31,0,1,1,0
16.71664870944563,13.399193469932968,4,52,8,1,0,0
11.342316864068431,38.09344139753787,5,52,0,1,0,0
118.08939344626808,26.26712458799863,4,31,5,1,0,0
54.97030687951019,2.854340359011246,2,20,21,1,0,0
61.42380330875483,1.8800028328198433,2,40,9,1,0,0
233.23166572413328,27.279119734949607,5,43,19,1,0,0
35.6861568655067,55.20049519266207,1,59,23,1,0,0
35.47291196136896,4.9961876720750205,4,45,10,0,0,1
78.77841246138615,2.0146483647342714,8,25,6,1,0,0
21.4116827680135,1.6365288893951275,5,72,11,1,0,0
24.95477331883678,9.830347344127606,1,36,12,1,0,0
60.86365368751519,10.615805202546904,4,58,3,1,0,0
58.62989794693724,0.7743503765529893,1,60,18,0,0,1
29.79056355392551,16.484755980761097,4,39,5,0,0,0
21.30235097357366,16.803238793845306,1,49,1,1,0,0
31.682807545038212,0.8417398842384598,2,26,11,0,0,1
943.6109162344326,3.0163700016724375,3,18,15,1,0,0
109.14252198197514,8.132308503578688,4,37,3,0,0,1
10.6851153659525,7.051665296347974,2,41,0,1,0,0
55.466776715335904,26.937712106084472,3,39,18,0,0,1
30.844975422198846,33.00560502909943,3,38,21,0,0,1
21.852441363634128,0.4394725013126012,4,62,19,1,0,0
23.490984021152443,0.7234981815927191,6,34,8,1,0,0
37.70434506712225,1.3410004043015167,4,77,7,0,0,0
34.45906350361457,24.799732982172007,3,50,23,1,0,0
17.129640741844295,13.205111904994917,2,55,22,0,0,1
40.34265121213569,2.5110088912905413,3,41,20,1,0,0
34.659104788309996,70.27403696276882,6,31,7,1,0,0
52.46335022628071,9.590111250979128,4,18,10,0,0,1
11.69484822752334,7.326963658419538,3,42,11,1,0,0
24.379604882731474,12.314884302888364,3,34,4,1,0,0
79.93788631115949,8.479534208654453,1,63,18,1,0,0
12.799411428037862,19.673146327717834,3,66,23,0,0,1
113.30607772468409,12.510725818067554,6,37,0,0,0,1
15.043045085654203,4.8207874472033945,2,69,19,0,0,1
75.62405376445075,2.8093439431207345,2,35,12,0,0,1
46.933943293440834,6.083160205502809,5,59,19,1,0,0
54.687069983926,14.208158945385247,4,24,19,0,0,1
47.071066839789495,4.768359523840201,3,33,11,0,0,1
21.424146019773218,28.742318826480556,1,34,21,1,0,0
50.92297579440136,8.142825086561587,1,44,9,0,0,1
261.3504393472424,2.9325167722129333,3,54,15,1,0,0
29.07258830373597,19.985856604876805,2,32,19,0,0,1
23.02719259891078,17.179954293243636,7,47,4,0,0,1
106.74254314664556,30.585459025793394,4,39,11,1,0,0
18.416006776608207,20.5589572047355,6,18,13,1,0,0
33.46526878715396,4.176663846206933,2,27,4,0,0,1
33.72844356457536,11.795334608273546,2,55,6,1,0,0
28.813772260649966,7.8249817472118455,2,18,9,1,0,0
47.99171093019808,8.484848375828296,4,49,22,1,0,0
45.230395330482935,0.6860627835920963,2,32,18,0,0,1
19.98817300771004,4.8217566152761435,3,38,20,1,0,0
45.06246519423851,23.976513215181768,1,43,8,1,0,0
117.79833618960404,18.32439896572069,3,57,12,1,0,0
10.869884783248256,1.5647491497106887,4,36,8,1,0,0
25.263783272256635,51.840687391423316,1,56,7,1,0,0
42.45305161546851,12.956579653102969,4,32,8,1,0,0
30.65337955323649,29.472049613909604,3,30,11,0,1,1
28.05860167592303,2.2577233724586154,4,65,9,0,0,1
18.81269454884125,15.641977542976543,3,51,7,1,0,0
52.49171831857582,64.85339528766569,3,18,5,1,0,0
39.965629844895666,9.183449597335024,2,37,0,0,0,1
19.391851659128186,36.12486453888953,2,32,3,1,0,0
179.48776216951137,8.791764775954386,2,65,14,1,0,0
146.50739351167138,18.300067524652505,5,43,20,1,0,0
164.93492028134054,29.285140524055468,3,41,6,1,0,0
68.95896046386858,18.17062907571638,3,57,1,1,0,0
19.072018461065447,30.151961559132058,2,47,16,1,0,0
40.109581890188494,16.159125348706183,3,47,12,0,0,1
118.28347046482037,11.52136989092684,5,39,10,0,0,1
36.64813842917508,39.652635583768415,2,44,17,1,0,0
67.02424117548236,2.3456632993103645,6,48,3,0,0,1
55.63283488774467,5.439474100673749,5,78,10,1,0,0
28.513623532073915,12.978684263681115,2,35,0,1,0,0
56.42263516023523,15.866214196183037,3,44,22,1,0,0
56.02785477236166,13.53509620602893,2,59,12,1,0,0
42.28708158645853,9.925757201533726,4,60,10,1,0,0
25.734101683117757,3.6408056365613892,2,50,6,0,0,1
46.4905157175772,2.7504793136701773,3,51,18,1,1,0
133.74771327390692,0.4365041427499256,4,68,13,1,0,0
27.2246313138164,22.035847107191856,2,48,20,1,0,0
74.3495391079514,4.880588460960703,6,57,7,0,0,0
43.590661046810716,12.538402486487149,3,63,22,1,0,0
49.64610227960843,1.5507762674397239,3,69,4,1,0,0
42.68476891271301,9.12785893007475,3,39,15,1,0,0
48.93064100450675,6.484310983977848,4,19,0,1,0,0
34.842790588679435,3.637469797124106,4,57,1,0,0,1
39.53263265567073,25.96046660884401,1,45,8,1,0,0
27.795071491919444,4.671142882157567,2,66,20,0,0,1
89.13431627530257,24.730508514528466,4,48,12,0,0,1
72.16746049286152,9.054136246909104,6,37,11,0,0,1
52.66572587309854,22.145544552934343,2,34,10,0,0,1
76.8648833696711,14.984717860508479,2,62,12,0,0,1
24.29497866124375,9.922375353031473,6,44,18,0,0,0
207.79727666605996,13.702437993000883,2,41,1,1,0,0
35.239601294363894,5.836790483873885,8,47,0,1,0,0
30.188149445233524,22.757795258844652,5,55,8,0,0,1
30.664549164844676,41.881993809676786,4,31,1,1,0,0
14.128619048349812,24.013559524170496,1,85,13,1,0,0
24.96691176719056,24.581261994862817,2,36,16,1,0,0
65.01516728367466,5.409138991419744,6,56,17,0,1,0
55.005591549224356,3.6759000407350992,2,34,1,1,0,0
134.8306637429485,7.07936168113145,5,30,14,1,1,0
15.743536632908516,11.401194757283067,3,48,10,1,0,0
75.94927657687049,1.6178863664603438,3,18,19,1,0,0
32.29530383081163,2.754936981632922,3,63,14,1,0,0
11.935511292436288,4.151340696535497,9,18,12,1,0,0
60.64674018613933,8.297748716888648,3,40,9,1,0,0
20.02677308761041,43.37360779461074,2,62,9,1,0,0
50.2711462587685,4.02739267138196,2,35,2,0,0,1
22.35517076143372,3.437469710908592,2,45,3,1,0,0
22.38000781327301,28.913243942073102,3,47,4,1,0,0
17.66257730498978,0.49708055635521126,3,33,9,1,0,0
27.341088536726367,10.41862511579247,3,73,20,1,0,0
17.166921816736217,2.8137516911687106,1,65,19,0,0,1
14.248090384815328,9.341080045199389,2,31,8,1,0,0
18.441639155654947,2.93699554248826,4,63,3,1,0,0
44.0937510567712,23.48701999082342,5,18,15,0,0,1
158.91745222502138,19.557720023123114,2,53,8,0,0,1
25.682574471837142,23.532342052420265,3,54,21,1,0,0
172.97251923255968,10.751464844205215,4,18,19,1,0,0
10.38438091704491,1.063266454219859,2,51,9,0,0,1
67.59363857259723,5.498158202208275,5,36,4,1,1,0
18.9967479427867,3.3890145900369606,4,39,7,1,0,0
26.626061381584098,5.662282362681893,1,44,13,1,0,0
157.58849397377895,7.586229490728032,3,45,11,0,0,1
131.0585795053443,0.31077547954138407,2,29,3,1,0,0
52.000311082859824,9.141335041918143,3,50,3,1,0,0
108.08195860695957,9.870237926818065,1,41,18,1,0,0
121.539549440569,6.186441538142298,1,47,20,1,0,0
135.90002242965966,41.29183358856911,3,55,3,0,0,1
11.113713244645961,17.514657874155418,4,62,20,1,0,0
70.83445788007344,5.895553082592098,3,50,8,1,0,0
18.596203413874157,27.928234180532932,3,49,11,0,0,0
23.14074058953615,4.784913286184876,3,68,4,0,0,1
143.84880431413367,21.468420118605998,4,68,17,0,0,1
31.739381483437516,10.365492194472564,2,61,15,1,0,0
4183.050922842979,0.20615560446374395,2,38,22,1,0,0
16.5396939806013,10.801696472668905,7,35,13,1,1,0
57.251021451532274,1.413472901322677,5,48,10,0,0,1
105.76032179958939,0.6278673319163877,5,18,8,1,0,0
32.85469268774262,1.2401079957895815,2,42,8,0,0,1
111.04541372672823,25.085273654985514,3,36,23,0,0,1
49.67595472079144,25.525612334532696,6,68,18,0,0,1
17.121581283417076,6.713316337717718,5,37,21,0,0,1
67.30492459719241,24.896325587830873,1,52,19,0,0,1
16.68831094307869,36.13988404990017,3,72,3,1,0,0
21.162276406275637,21.004068499475075,3,41,13,0,0,1
65.94963681793537,56.536599083411964,3,40,13,0,0,1
188.42126761041584,13.966246823708744,3,73,0,1,0,0
68.62389091730384,33.97090590047521,6,49,7,0,0,1
137.00710306479004,10.708371442380406,2,25,22,0,0,1
113.98901880460939,0.8246007704929572,4,23,3,1,1,0
77.0615824663369,2.1338844416165967,3,37,22,0,0,1
10.000698089383025,4.902584794259076,3,71,17,0,0,0
131.68363798763303,6.04425376033516,7,35,0,1,0,0
31.518716525838524,12.84202380501858,2,24,11,0,0,1
68.15941859919725,7.212770999750628,1,51,23,1,1,0
11.544866439406825,8.415264985418306,2,38,17,1,0,0
83.65014553559939,6.352274004559892,3,44,3,1,0,0
81.04010254525701,16.04541381658292,2,59,8,0,0,1
122.79136427972037,37.34390278813818,3,39,8,0,0,1
70.70704688224782,19.54066803600947,4,56,18,1,1,0
93.14405459009905,33.42192836932352,3,56,8,1,0,0
